year,country_id,country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url,youtube_url_studio,start
2011,de,Germany,Lena,Taken By A Stranger,10,,16.0,,10.0,107.0,,,,,,,Gus Seyffert;Monica Birkenes;Nicole Morier,,"She's got a knuckle in her eye\nHe knows her catcall\nCan't escape from telling lies\nI heard her sayin':\n\n""Hey, mind if I take this chair?""\n""Hey, mind if I take this chair?""\n\nHe drops a pause\nShe looks annoyed\nBut she's so mean\nHe thinks she has to be the one\n\nTaken by a stranger\nStranger things are startin' to begin\nLured into the danger\nTrip me up and spin me round again\n\nYou got some coffee on your collar\nAnd you forgot to comb your hair\nI can't wait till I do better\nYou're here and I don't care\nCan't help it if you like it 'cause I won't be here tomorrow\nNo one ever told you that you wouldn't be rejected\n\nTaken by a stranger\nStranger things are startin' to begin\nLured into the danger (Danger is a risky business)\nTrip me up and spin me round again\n\nDada dada dada da...\nOoh... la la la la la...\n\nTaken by a stranger\nStranger things are startin' to begin\nLured into the danger (Danger is a risky business)\nTrip me up and spin me round again",https://youtube.com/watch?v=KqZprvpWlcE,https://www.youtube.com/watch?v=QhCXcqHPJfg,00:00:51
2011,gb,United Kingdom,Blue,I Can,11,,14.0,,11.0,100.0,,,,,,,Ben Collier;Ciaron Bell;Duncan James;Ian Hope;Lee Ryan;Liam Keenan,,"(Ge-ge-ge-get back up again)\n(Ge-ge-ge-get back up again)\n\nYou were the eyes in the face of fortune \nI lost my way and I couldn't find you\n Oh… oh no\n\nWe're not the first ones to be divided\n Won't be the last to be reunited\n Oh… oh no\n\nIt's like rain fallin' down \nDrops of pain hit the ground\n I can't speak, there's no sound when you're gone\n (Yeah, yeah, come on)\n\nI can, I will \nI know I can untie these hands \nGe-ge-ge-get back up again\n I can, I will \nI know I can untie these hands \nGe-ge-ge-get back up again\n\nI can, oh\nI can\n (Get back up again)\n\nI've never lost anything quite like this \nNo second chances if I don't find it \nNo, oh no, no\n\nYou closed the door and you kept on walkin'\n Left me behind and there's no more talkin'\n No , oh no (Oh no)\n\nIt's like rain fallin' down\n Drops of pain hit the ground\n I can't speak, there's no sound when you're gone \n\nI can, I will \nI know I can untie these hands\n Ge-ge-ge-get back up again \n\nI can, I will\n I know I can untie these hands\n Ge-ge-ge-get back up again\n(Come on)\n\nI can, oh\n I can\n (Get back up again)\n\nWe're not the first ones to be divided, oh \nWon't be the last to be reunited, no\n(Come again, one more time) \nWhen you're gone\n(Come on)\n\nI can, I will\n I know I can untie these hands\n Ge-ge-ge-get back up again\n I can, I will \nI know I can untie these hands\n Ge-ge-ge-get back up again\n\nI can, I can\nGe-ge-ge-get back up again",https://youtube.com/watch?v=y1dXMWWq6y8,https://www.youtube.com/watch?v=hPuDbaOBDsc,00:00:40
2011,md,Moldova,Zdob și Zdub,So Lucky,12,2.0,15.0,7.0,12.0,97.0,10.0,54.0,,,,,Marc Elsner;Mihai Gîncu;Roman Iagupov,Andy Shuman;Marc Elsner,"So lucky, so lucky\n\nFlashes, ray ban glasses\nI move with ease in my convertible breeze (So lucky)\nMartini, whiskey on the rocks\nLife on the top, my party never stops (So lucky)\n\nWinner, a dusk to dawn sinner\nLove traded in for lust, it's emotions I don't trust (So lucky)\nOn top, the cream of the crop\nYou know I love to rock, the fun will never stop (So lucky)\n\nYou see, it's all about me\nThe servants and the king, I'm the ruler of the world (So lucky)\nA tug, she pulls me like a drug\nI want her on the rug, but she's not that kind of girl (So lucky)\n\nI see you where the lights glow\nYou pull me in your private side show\nAnd now I see your moves in slo-mo\nI try to kiss you, but you slip away\n\nYet you never walk away from me\nAre you a shadow of what might be?\nWhy should one woman stand above the rest?\nThere is a mystery to you deep beneath the flesh\n\n(So lucky, so lucky, so lucky, so lucky)\n\nThose eyes pulling me in, a body made to sin\nBut I can not win  (So lucky)\nWait, I'm ready at the gate, don't tell me it's too late\nHer fire starts to melt my heart (So lucky)\n\nShe's clean, not part of any scene\nShe's more like a dream I don't want to wake up from (So lucky)\nI see, she's somehow changing me\nShe's where I want to be, can't stand a moment without her (So lucky)\nAnymore\n\nI see you where the lights glow\nYou pull me in your private side show\nAnd now I see your moves in slo-mo\nI try to kiss you, but you slip away\n\nYet you never walk away from me\nAre you a shadow of what might be?\nWhy should one woman stand above the rest?\nThere is a mystery to you deep beneath the flesh\n\nSo lucky!",https://youtube.com/watch?v=nHAY_OVN_gY,https://www.youtube.com/watch?v=2fZir3asWtE,00:00:20
2011,si,Slovenia,Maja Keuc,No One,13,2.0,20.0,13.0,13.0,96.0,3.0,112.0,,,,,Matjaž Vlašič,Urša Vlašič,"And you came to me one night\nLike a morning light\nJust to hold me tight\nThen you left and I was so alone\nSaying I should have known\nYou're no good for me\n\nThere's no reason I should cry\nNo, no baby, I'll survive\nI don't care, I don't care\n\nNo one will ever hold you tight\nNo one will ever love you like\nJust no one like I do\nThere is no one, no one\n\nNo one will ever treat you right\nYou're the one who's never satisfied\nThere is no one like I, like I am\n\nI can feel what you're looking for\nI'm not that girl no more\nI'm not made of stone\nI'm gonna stand on my own\nNot gonna break me down\nNo one will stop me now\n\nNo... no no no no no...\n'Cause life is kind without you\nAnd I know I can make it through without you\n\n(Life goes all around)\nRound and round and round\nI feel love for sure\n(And it's gonna get you)\n\n(Life goes all around)\nSpinning all around\nNow you want me, don't you?\n\nNo one will ever hold you tight (Hold you tight)\nNo one will ever love you like (Love you like)\nNow you're back, I can feel your love\nOh yeah, I'm never gonna let you\n\nNo one will ever treat you right (Treat you right)\nYou're the one who's never satisfied (Satisfied)\nAfter all, you can fall\nAnd there is no one you can reach to\n\nNo one will ever, ever love you\nNo one will ever, ever touch you\nNo one will ever, ever hold\nTurn around now, just turn around now\nIf you love me, yeah\nNo one like me, no one, no one",https://youtube.com/watch?v=NNP3nfvoqps,https://www.youtube.com/watch?v=7pn2fDEGyKk,00:00:53
2011,rs,Serbia,Nina,Čaroban,14,1.0,24.0,6.0,14.0,85.0,8.0,67.0,,,,,Kristina Kovač,,"Ciča zima i svud je prokleti led\nBaš sam imala težak dan\nLjudi čudni su, niko ne zna za red\nKući vučem se umorna\n\nI dok kopam po tašni da pronađem ključ\nVeć na ivici nerava\nMoje sunce, moj mesec i zvezdice sve\nMoj muškarac mi otvara\nMoj je čovek na vratima\n\nI istog trena vredim kao hiljadu žena\nJer njemu sam lepa i jaka ko stena\nI kad me grli, znam da sve je u redu\nČovek je čaroban\n\nSve moje mrakove u proleće boji\nOd kad me voli ja uspravno stojim\nI njemu ja sam dobra, baš kakva jesam\nČovek je čaroban\n\nZbogom tugo i zdravo osmehu moj\nSreća s njim se doselila\nTako topao, nežan i predivno svoj\nSamo meni on pripada\n\nDugo pričamo, moj je najbolji drug\nS njim se smejem ko blesava\nLjudi mi kažu nisu videli par koji tako isijava\nNaša ljubav je zarazna\n\nSada znam da vredim kao hiljadu žena\nJer njemu sam lepa i jaka ko stena\nI kad me grli, znam da sve je u redu\nČovek je čaroban\n\nSve moje mrakove u proleće boji\nOd kad me voli ja uspravno stojim\nI njemu ja sam dobra, baš kakva jesam\nČovek je čaroban\n\nSada znam (da vredim kao hiljadu žena)\n(I kad me grli, znam da sve je u redu)\nČovek je čaroban\n\nSve moje mrakove u proleće boji\nOd kad me voli ja uspravno stojim\nI njemu ja sam dobra, baš kakva jesam\nČovek je čaroban",https://youtube.com/watch?v=-CWvXKxjCs8,https://www.youtube.com/watch?v=YLPCMrkPDGg,00:00:34
2011,fr,France,Amaury Vassili,Sognu,15,,11.0,,15.0,82.0,,,,,,,Daniel Moyne;Quentin Bachelet,Jean-Pierre Marcellesi;Julie Miller,"Sognu di ste labbre\nDi sta voce chjara è pura\nMai spent'u ricordu di tè\nQuella notte quì cun mè\n\nSognu, mi lamentu\nU mio core, n'hà primura\nDi a vita, aspettu dumane\nInvinuchjatu ver di u mare\n\nSpart'u mondu cun tè\nMa tù, ti ne voli andà\nCantu per a vittoria\nLuntanu da tè, pensu sempre chè\nSei vicinu a mè, sognu di tè\n\nCanteraghju, canteraghju à tè\nA canzona, l'ohimè\n\nPiengu è sò male\nPreg'u celu fin'à more\nQuì da i monti, quì di front'à tè\nEsceraghju d'issu so...\n\nS'è tu mori, eu dinò",https://youtube.com/watch?v=OTiBNPT-x_Y,https://www.youtube.com/watch?v=uEb7hRo-Qyk,00:00:45
2011,ru,Russia,Alexej Vorobjov,Get You,16,1.0,10.0,7.0,16.0,77.0,9.0,64.0,,,,,AJ Junior;Alex Sparrow;Bilal 'The Chef';Eric Sanicola;RedOne,,"I choose my words like wise men do\nAnd tonight I'll get you right\nI rule my world like great men do\nAnd I fight, I fight for mine\n\nAnd you look so good on the floor\nPut my mind in a dirty zone\nIf they watch, let them watch\nNot losing you tonight\n\nOh oh... I'm coming to get you\nOh oh... I'm running, I'm gunning for you\nOh oh... I'm gonna get you\nI know you, you want me to\n\nI lost my mind somewhere between your face\nAnd your perfect shape\nI found a pleasure watching you having fun\nFooling around\n\nAnd you look so good on the floor\nPut my mind in a dirty zone\nIf they talk, let them talk\nNot losing you tonight\n\nOh oh... I'm coming to get you\nOh oh... I'm running, I'm gunning for you\nOh oh... I'm gonna get you\nI know you, you want me to\n\nGirl, you blow me away, want you here with me\nGirl, you blow me away, I want you to stay, yeah yeah\n\nOh oh oh... oh oh yeah... oh oh oh...\nI know you want me to\n\nOh oh... I'm coming to get you\nOh oh... I'm running, I'm gunning for you\nOh oh... I'm gonna get you\nI know you, you want me to, yeah",https://youtube.com/watch?v=C-3ohaRN3MM,https://www.youtube.com/watch?v=cLdnYUqY5Qw,00:00:39
2011,ro,Romania,Hotel FM,Change,17,2.0,17.0,14.0,17.0,77.0,4.0,111.0,,,,,Gabriel Băruţă,Alexandra Ivan;Gabriel Băruţă,"You think you've got the time to figure it out\nLife will pass you by, your time is running out, oh yeah\nYou're haunted by your troubles every day\nWasting smiles away, what's there left to say?\n\nYou gotta make believe and make your dreams come true\nIt ain't that hard to do, whoa...\n\n‘Cause I can't change, I can't change the world alone\nI need you all, everybody, start dreaming of it\nAnd take your step that's gonna make a difference\nAnd change your world\n‘Cause I can't change the world alone\nI need you all, everybody, start dreaming of it\nAnd take your step that's gonna make a difference\nAnd change your world\n\nStrangest places that you just wanna hide\nWon't you turn the tide? A smile can change it all\nYou gotta make believe and make your dreams come true\nIt ain't that hard to do, whoa...\n\n‘Cause I can't change, I can't change the world alone\nI need you all, everybody, start dreaming of it\nAnd take your step that's gonna make a difference\nAnd change your world\n\nYou gotta make believe, make your dreams come true\nIt ain't that hard to do, whoa...\n\nI can't change, I can't change the world alone\nI need you all, everybody, start dreaming of it\nTake your step that's gonna make a difference\nAnd change your world\n\n(I can't change the world alone)\n(I need you all) I need you all, everybody\nTake your step and make a difference\nAnd change the world\n\n(‘Cause I can't change the world alone)\n(I need you all) I need you all, oh everybody\nTake your step that's gonna make a difference\nAnd change your world",https://youtube.com/watch?v=2a1Q_hpGLbs,https://www.youtube.com/watch?v=96be3a5Wl8U,00:00:48
2011,at,Austria,Nadine Beiler,The Secret Is Love,18,2.0,18.0,2.0,18.0,64.0,7.0,69.0,,,,,Thomas Rabitsch,Nadine Beiler,"When I close my eyes, I fall into a dream\nCan't you see this world, all people live in peace\nThe sun is shining in my heart, rainbows in the sky\nSpread your wings and fly, fly, fly high\n\nWe all are dreamers on our way\nIn a world where we're not meant to stay\nTogether we can make it all\nThe secret is in you, it's love\n\nWhen I smile inside my heart, I feel so free\nAll the fears and doubts, they turn into belief\nI feel right, we'll make it right now\nIf we trust, trust, trust in love\n\nWe all are dreamers on our way\nIn a world where we're not meant to stay\nTogether we can make it all\nThe secret is love\n\nI'm reaching out my hand to you\nSoldiers let the light shine through\nSo we can realise the wonder of life (Trust, love, life)\n\nSo what more do we need?\nSo what more will it take to see life?\nJust open your eyes\n\n(We all are dreamers on our way)\n(In a world where we're not meant to stay) We're not meant to stay\nTogether we can make it all\nThe secret is love\n\nI'm reaching out my hand to you\nSoldiers (Soldiers let the light shine through)\nLet the light shine through\nSo we can realise the wonder of life\n\n(Trust, love, life)\n(Spread your wings and fly)\n(Trust, love)\n\nSee... the secret is love",https://youtube.com/watch?v=UsBC5AB1tFo,https://www.youtube.com/watch?v=yN2UtDK3byo,00:00:33
2011,lt,Lithuania,Evelina Sašenko,C'est Ma Vie,19,1.0,4.0,17.0,19.0,63.0,5.0,81.0,,,,,Paulius Zdanavičius,Andrius Kairys,"Great is the sorrow\nBut just look straight for tomorrow\nWhen soon will shine at your face\nDon't close your eyes\n\nThose who went through desert\nPassed never ending forever\nThey know my dreams will come true\nAs I sing to you:\n\nC'est ma vie, je dis oui\nNo more rain around\nI know I have found\nEverlasting love for life\nLove of mine, love the time\n\nTime will give the answers\nFor all your great tribulation\nSoon we'll be playing in the sun\nAnd feel like one\n\nC'est ma vie, je dis oui\nNo more rain around\nI know I have found\nEverlasting love for life\nLove of mine, love that shines, love of time\n\nC'est ma vie, je dis oui\nNo more rain round\nI know I have found\nEverlasting love for life\nLove that shines, love of mine\nLove of time, love of mine\n\nC'est ma vie",https://youtube.com/watch?v=S3_aSVE4t3M,https://www.youtube.com/watch?v=BWsuBnfYQBw,00:01:10
2011,is,Iceland,Sjonni's Friends,Coming Home,20,1.0,21.0,14.0,20.0,61.0,4.0,100.0,,,,,Sigurjón Brink,Þórunn Erna Clausen,"Some say I'm a bit of a fool\nSitting on a hill and counting raindrops\nKeep thinking I just wanna go\nTo the peaceful place I know that I call home\n\nBut oh oh oh it's time to go\nI'll see you, I'll see you soon\n\n'Cause I can't wait for tomorrow\nTo say the things I wanna say\nYour smile will always lead my way\nI can't wait, I'm coming soon\nI just wanna see your face again\n\nSome say I'm a bit of a fool\nDriving down the road I stop to listen\nI hear your laughter in the trees\nYour whisper in the breeze: ""My love is you""\n\nBut oh oh oh it's time to go\nI'll see you, I'll see you soon\n\n'Cause I can't wait for tomorrow\nTo say the things I wanna say\nYour smile will always lead my way\nI can't wait, I'm coming soon\nI just wanna see your face again\n\n'Cause no one knows his where or when\nWhen my time on earth comes to an end\nThen I'll find you\nAnd I know that you will be my love again\n\nI can't wait for tomorrow\nTo say the things I wanna say\nYour smile will always lead my way\nI can't wait, I'm coming soon\nI just wanna see your face again\n\n'Cause I can't wait for tomorrow\nTo say the things I wanna say\nYour smile will always lead my way\nI can't wait, I'm coming home to you\nI just wanna see your face again\nI'm coming home",https://youtube.com/watch?v=apc_qJf3nws,https://www.youtube.com/watch?v=jTCLFvWPtxo,00:00:36
